,admiración,sorpresa,optimismo,afecto,ira,miedo,tristeza,calma,alegría,odio,asco
466,"{""Username"":""Nira"", ""pronoun"":""elle"", ""message"":""Fui y me compré un nuevo teclado y mouse para juegos de Best Buy.""}","{""Username"":""Khrystyna"", ""pronoun"":""el"", ""message"":""No puedo creer que no me hayas contado sobre tu viaje, ¡es una sorpresa total!""}","{""Username"":""Artai"", ""pronoun"":""el"", ""message"":""Encontrar un programa que es realmente agradable de ver en Netflix me hizo feliz.""}","{""Username"":""Dainius"", ""pronoun"":""ella"", ""message"":""Mi hijo obtuvo un primer premio en un proyecto de ciencias. Estaba sorprendido y feliz.""}","{""Username"":""Leomar"", ""pronoun"":""ella"", ""message"":""tengo la sensación de que el resto de ustedes están un poco horrorizados por eso""}","{""Username"":""Alona"", ""pronoun"":""ella"", ""message"":""El miedo de quedarme solo en casa me produce una sensación de inseguridad y vulnerabilidad.""}","{""Username"":""Karina"", ""pronoun"":""ella"", ""message"":""Me siento triste al recordar los momentos de felicidad que ya no podré experimentar.""}","{""Username"":""Alen"", ""pronoun"":""elle"", ""message"":""Salir de viaje con mis amigos y vivir nuevas aventuras me llena de alegría.""}","{""Username"":""Leonarda"", ""pronoun"":""ella"", ""message"":""Parece que no puedo controlarlo. Un sentimiento. Estoy seguro de que cualquiera puede relacionarse.""}","{""Username"":""Nella"", ""pronoun"":""elle"", ""message"":""¿Por qué? ¡¡No tienen mejores cosas que hacer, como detener la afluencia de refugiados!! (JAJAJA)""}","{""Username"":""Emelina"", ""pronoun"":""el"", ""message"":""Me sentí tan asqueado al ver esa película que tuve que cerrar los ojos.""}"
467,"{""Username"":""Edesio"", ""pronoun"":""el"", ""message"":""Eres una persona extraordinaria y siempre me inspiras a dar lo mejor de mí.""}","{""Username"":""Celmira"", ""pronoun"":""ella"", ""message"":""La sorpresa de encontrarme un billete de lotería ganador en mi bolsillo fue indescriptible.""}","{""Username"":""Resham"", ""pronoun"":""ella"", ""message"":""Aprendí algunas técnicas nuevas que me ayudaron a competir en un juego que disfruto.""}","{""Username"":""Khawla"", ""pronoun"":""ella"", ""message"":""Me encontré con mi ídolo en la calle y pude tomarme una foto con él.""}","{""Username"":""Oumaima"", ""pronoun"":""el"", ""message"":""Cuando alguien me dice que hará algo y luego no lo cumple, me enfurece profundamente.""}","{""Username"":""Monserrate"", ""pronoun"":""el"", ""message"":""La sensación de miedo aumenta cuando estoy solo en casa y escucho sonidos extraños.""}","{""Username"":""Megumi"", ""pronoun"":""el"", ""message"":""El peso de la tristeza es un lastre que arrastro tras de mí, impidiéndome avanzar.""}","{""Username"":""Elba"", ""pronoun"":""ella"", ""message"":""La calma de curarnos a nosotros mismos, abrazando nuestra vulnerabilidad y rechazando lo fácil.""}","{""Username"":""Paz"", ""pronoun"":""elle"", ""message"":""Sí, claro . Esta es una fiesta realmente maravillosa con gente interesante y buena comida.""}","{""Username"":""Gigel"", ""pronoun"":""ella"", ""message"":""Detesto cuando la gente insulta y menosprecia a otras personas por su apariencia física.""}","{""Username"":""Salvina"", ""pronoun"":""el"", ""message"":""Ver a alguien defecando en plena calle me provoca una gran sensación de asco.""}"
468,"{""Username"":""Dauda"", ""pronoun"":""el"", ""message"":""Tengo una nueva antena de TV y está funcionando mucho mejor que la anterior.""}","{""Username"":""Berena"", ""pronoun"":""elle"", ""message"":""La reacción de mi perro al ver su juguete nuevo fue de total sorpresa.""}","{""Username"":""Martiño"", ""pronoun"":""el"", ""message"":""El futuro es incierto, pero siempre mantengo la fe de que todo saldrá bien.""}","{""Username"":""Boumediene"", ""pronoun"":""el"", ""message"":""Recibí una carta de amor de mi pareja que me hizo sentir amado y emocionado.""}","{""Username"":""Stilian"", ""pronoun"":""el"", ""message"":""Mi ira se desata cuando alguien intenta imponer su voluntad sobre la mía sin razón.""}","{""Username"":""Henrik"", ""pronoun"":""elle"", ""message"":""El sonido de pasos detrás de mí me pone los pelos de punta de miedo.""}","{""Username"":""Qiming"", ""pronoun"":""ella"", ""message"":""Mi sonrisa se desvanece bajo el peso de la tristeza que cargo en el corazón.""}","{""Username"":""Marilina"", ""pronoun"":""elle"", ""message"":""Un masaje relajante me brinda una sensación de calma y bienestar en todo mi cuerpo.""}","{""Username"":""Luciliano"", ""pronoun"":""elle"", ""message"":""No, ¡pero me di cuenta de que estaba muy interesada en los materiales de arte!""}","{""Username"":""Jahangir"", ""pronoun"":""el"", ""message"":""Odio cuando la gente utiliza su posición de poder para abusar de los demás.""}","{""Username"":""Samuele"", ""pronoun"":""el"", ""message"":""Sentir la textura resbalosa y viscosa de un caracol me produce un asco repulsivo.""}"
469,"{""Username"":""Humaima"", ""pronoun"":""ella"", ""message"":""Me compré un neumático de bicicleta nuevo y una luz trasera para andar de noche.""}","{""Username"":""Agurtxane"", ""pronoun"":""ella"", ""message"":""¡No puedo creer que hayas decidido mudarte a otro país! Eso es realmente sorprendente.""}","{""Username"":""Iñaki"", ""pronoun"":""el"", ""message"":""Me inscribí en un curso que siempre quise tomar y no puedo esperar para empezar.""}","{""Username"":""Amine"", ""pronoun"":""elle"", ""message"":""Mi mejor amiga tuvo a su bebé y tuvo una niña, que estaba esperando.""}","{""Username"":""Fidencio"", ""pronoun"":""el"", ""message"":""@user @user ¡Mis galletas de trigo empedradas! ¿Dónde diablos pusieron las galletas de trigo empedradas?""}","{""Username"":""Blai"", ""pronoun"":""el"", ""message"":""Me aterroriza la idea de perder la salud y vivir con una enfermedad crónica.""}","{""Username"":""Marcionila"", ""pronoun"":""elle"", ""message"":""La tristeza me acompaña cuando veo cómo el mundo está lleno de injusticia y desigualdad.""}","{""Username"":""Crispula"", ""pronoun"":""el"", ""message"":""Cerrar los ojos y respirar profundamente me ayuda a encontrar la calma en momentos difíciles.""}","{""Username"":""Lokman"", ""pronoun"":""ella"", ""message"":""Me siento tan agradecida de haber podido ser parte del área de la bahía.""}","{""Username"":""Aissatou"", ""pronoun"":""elle"", ""message"":""'Me llena de odio la discriminación y el racismo que aún persisten en nuestra sociedad.'""}","{""Username"":""Secundila"", ""pronoun"":""ella"", ""message"":""Me da asco ver a alguien que se come los mocos en público, es repugnante.""}"
470,"{""Username"":""Mbemba"", ""pronoun"":""ella"", ""message"":""Alguien comentó de manera positiva y afirmativa una publicación que hice en las redes sociales.""}","{""Username"":""Gheorghina"", ""pronoun"":""el"", ""message"":""Me quedé boquiabierto al descubrir que mi canción favorita era escrita por un artista desconocido.""}","{""Username"":""Abdelkarin"", ""pronoun"":""el"", ""message"":""Hacer planes para asistir a un concierto fuera del estado que realmente quiero ver.""}","{""Username"":""Harjit"", ""pronoun"":""ella"", ""message"":""Mi novia consiguió un muy buen trabajo en un hospital cuando trabajaba en mcdonalds antes,""}","{""Username"":""Najat"", ""pronoun"":""ella"", ""message"":""Siento una gran ira cuando alguien se aprovecha de la confianza de los demás.""}","{""Username"":""Maodo"", ""pronoun"":""el"", ""message"":""La sensación de ser observado constantemente me provoca una sensación de angustia y miedo.""}","{""Username"":""Nadka"", ""pronoun"":""el"", ""message"":""A veces me invade una tristeza inexplicable que me hace llorar sin razón aparente.""}","{""Username"":""Yeimi"", ""pronoun"":""el"", ""message"":""Contemplo las estrellas en una noche despejada y me llena de una gran calma.""}","{""Username"":""Floreano"", ""pronoun"":""ella"", ""message"":""Hice un gran sándwich de huevo, tocino y queso para el desayuno esta mañana.""}","{""Username"":""Ico"", ""pronoun"":""ella"", ""message"":""Me irrita que las personas sean tan egoístas y solo piensen en sí mismas.""}","{""Username"":""Gioia"", ""pronoun"":""elle"", ""message"":""Le repugnaba la idea de tocar el suelo repleto de basura, llenándose de asco.""}"
471,"{""Username"":""Dinora"", ""pronoun"":""elle"", ""message"":""Esta tarde, recibí mi envío de libros por correo y leí uno de ellos.""}","{""Username"":""Hera"", ""pronoun"":""ella"", ""message"":""Nunca me esperé que ganaría el primer premio en la competencia de canto. ¡Sorpresa total!""}","{""Username"":""Yuleidy"", ""pronoun"":""elle"", ""message"":""La vida me ha enseñado que siempre hay una solución, solo debemos buscarla con optimismo.""}","{""Username"":""Alcora"", ""pronoun"":""el"", ""message"":""Sentí un gran afecto hacia mi hermano cuando me ayudó con mis tareas escolares.""}","{""Username"":""Gerardina"", ""pronoun"":""el"", ""message"":""@usuario, ¿puedo escapar de esta ira leyendo manga en lugar de ver anime exagerado?""}","{""Username"":""Corali"", ""pronoun"":""elle"", ""message"":""Cada vez que tengo que conducir de noche, siento miedo a sufrir un accidente.""}","{""Username"":""Veska"", ""pronoun"":""el"", ""message"":""La tristeza me abruma al ver cómo el mundo se vuelve cada vez más injusto.""}","{""Username"":""Maryan"", ""pronoun"":""el"", ""message"":""Una mente despejada, un corazón generoso y un espíritu calmado están conectados en armonía.""}","{""Username"":""Hlalia"", ""pronoun"":""ella"", ""message"":""también me siento más bienvenido en exuberante que en cualquier otro trabajo que haya tenido""}","{""Username"":""Cibele"", ""pronoun"":""elle"", ""message"":""Odio cuando las personas se burlan de los sueños y metas de los demás.""}","{""Username"":""Simina"", ""pronoun"":""elle"", ""message"":""La inmundicia de los animales encallados en el agua estaba a la orden del día.""}"
472,"{""Username"":""Atteneri"", ""pronoun"":""el"", ""message"":""Encontré algunos alimentos difíciles de encontrar que me encantan de otros países en la tienda.""}","{""Username"":""Elber"", ""pronoun"":""elle"", ""message"":""La sorpresa en sus ojos era inconfundible cuando le dije que había ganado la lotería.""}","{""Username"":""Nyima"", ""pronoun"":""ella"", ""message"":""Mi optimismo me impulsa a seguir adelante incluso cuando las cosas se ponen difíciles.""}","{""Username"":""Deisi"", ""pronoun"":""ella"", ""message"":""Me sentí muy feliz cuando el esposo de mi hermana me regaló una bicicleta anteayer.""}","{""Username"":""Silvana"", ""pronoun"":""ella"", ""message"":""Me embargó una ira profunda al enterarme de un caso de corrupción en el gobierno.""}","{""Username"":""Juris"", ""pronoun"":""ella"", ""message"":""La sensación de estar perdido en un lugar desconocido me provoca un miedo desesperante.""}","{""Username"":""Kautar"", ""pronoun"":""ella"", ""message"":""Boys of Fall me hace extrañar mucho animar los viernes por la noche #bulldogslways🐾""}","{""Username"":""Ignacia"", ""pronoun"":""el"", ""message"":""Mientras me balanceo en la hamaca, puedo sentir la calma invadiendo todo mi cuerpo.""}","{""Username"":""Nermine"", ""pronoun"":""elle"", ""message"":""Mi equipo de bolos Sunday Night Eagles ganó el campeonato absoluto de la liga ayer.""}","{""Username"":""Anouk"", ""pronoun"":""ella"", ""message"":""Odio cuando las personas aprovechan su poder para oprimir y maltratar a los demás.""}","{""Username"":""Murad"", ""pronoun"":""el"", ""message"":""El aspecto viscoso y pegajoso de la gelatina me resulta repugnante y me da asco.""}"
473,"{""Username"":""Aboubacar"", ""pronoun"":""el"", ""message"":""Cuando jugué un torneo de ajedrez en la escuela secundaria y obtuve el segundo lugar.""}","{""Username"":""Tana"", ""pronoun"":""el"", ""message"":""La sorpresa en el rostro de mi hermana al revelarle que sería tía fue impagable.""}","{""Username"":""Clodoaldo"", ""pronoun"":""el"", ""message"":""Fui a ver una obra que había estado esperando meses para ir a ver.""}","{""Username"":""Gunnar"", ""pronoun"":""ella"", ""message"":""Mi esposo y yo reemplazamos el techo podrido de nuestro gallinero. Impecable y sin argumentos""}","{""Username"":""Emerencia"", ""pronoun"":""elle"", ""message"":""Me enoja mucho que mis hermanos no comprendan la importancia de respetar mi espacio personal.""}","{""Username"":""Rqia"", ""pronoun"":""el"", ""message"":""Siento miedo de enfrentar mis propios miedos y salir de mi zona de confort.""}","{""Username"":""Yacouba"", ""pronoun"":""el"", ""message"":""a menudo me siento como la hermana mayor hastiada cuando estoy cerca de ellos""}","{""Username"":""Henny"", ""pronoun"":""el"", ""message"":""Al practicar técnicas de relajación, como la respiración profunda, encontré una gran calma interior.""}","{""Username"":""Ann"", ""pronoun"":""elle"", ""message"":""Ver a mi hermana graduarse de la universidad me llena de alegría y orgullo.""}","{""Username"":""Temenuzhka"", ""pronoun"":""ella"", ""message"":""No soporto a las personas que siempre buscan humillar y menospreciar a los demás.""}","{""Username"":""Erlantz"", ""pronoun"":""elle"", ""message"":""El sabor agrio y rancio de la leche caducada me genera un desagradable asco.""}"
474,"{""Username"":""Adilson"", ""pronoun"":""ella"", ""message"":""Observar la dedicación y talento del deportista en el campo me llena de admiración.""}","{""Username"":""Haddou"", ""pronoun"":""el"", ""message"":""Me quedé perplejo al descubrir que mi vecino es en realidad un famoso actor.""}","{""Username"":""Millan"", ""pronoun"":""elle"", ""message"":""Ganar en un torneo de juego local me ha hecho muy feliz y emocionado.""}","{""Username"":""Benvinguda"", ""pronoun"":""elle"", ""message"":""¡Mi hija de años montó su bicicleta sin ruedas de entrenamiento por primera vez hoy!""}","{""Username"":""Idaira"", ""pronoun"":""elle"", ""message"":""Siento que Karen está siendo demasiado codiciosa, insistente y exigente en todos los frentes.""}","{""Username"":""Rob"", ""pronoun"":""ella"", ""message"":""El miedo a los insectos me hace retroceder y me impide disfrutar de la naturaleza.""}","{""Username"":""Estilita"", ""pronoun"":""ella"", ""message"":""A veces, la tristeza me embarga sin motivo aparente y me cuesta encontrar una explicación.""}","{""Username"":""Rochdi"", ""pronoun"":""elle"", ""message"":""El sonido de las campanas de un templo budista me sumerge en una calma espiritual.""}","{""Username"":""Popa"", ""pronoun"":""el"", ""message"":""El parque es tan hermoso. Es una buena cosa que he tomado la cámara.""}","{""Username"":""Arwa"", ""pronoun"":""elle"", ""message"":""No puedo evitar sentir odio hacia aquellos que siempre se creen superiores a los demás.""}","{""Username"":""Fabien"", ""pronoun"":""el"", ""message"":""Me dio un asco terrible oler las axilas sudadas de alguien en el transporte público.""}"
475,"{""Username"":""Georgiev"", ""pronoun"":""ella"", ""message"":""Aprobé el último examen de mi carrera universitaria, después de meses preparándome para ello.""}","{""Username"":""Arnau"", ""pronoun"":""elle"", ""message"":""Me sorprendió gratamente recibir elogios por mi trabajo en una presentación ante mis compañeros.""}","{""Username"":""Blandina"", ""pronoun"":""el"", ""message"":""Tengo muchos planes para el futuro y eso me hace sentir optimista y emocionado.""}","{""Username"":""Aya"", ""pronoun"":""el"", ""message"":""Mi abuela se fue de vacaciones permitiéndome tirar toda su basura vieja a la basura.""}","{""Username"":""Belkis"", ""pronoun"":""el"", ""message"":""@user Omg ni siquiera está interesado en su edad, pero maldita sea, está bien 😜""}","{""Username"":""Mohsen"", ""pronoun"":""el"", ""message"":""Me invadió el miedo cuando vi una sombra moviéndose en mi casa mientras estaba solo.""}","{""Username"":""Irineo"", ""pronoun"":""elle"", ""message"":""La tristeza me embarga al recordar a aquellos que ya no están con nosotros.""}","{""Username"":""Eudardo"", ""pronoun"":""ella"", ""message"":""Lentamente me fue llevando a un estado de reconciliación donde la calma es el líder.""}","{""Username"":""Akier"", ""pronoun"":""ella"", ""message"":""Dormí muy bien toda la noche, y estoy muy contenta de volver a dormir bien.""}","{""Username"":""Klaus"", ""pronoun"":""ella"", ""message"":""No puedo soportar la intolerancia y el odio que se propagan por las redes sociales.""}","{""Username"":""Yanai"", ""pronoun"":""elle"", ""message"":""La corrupción en el sistema judicial es algo que me produce un asco indescriptible.""}"
476,"{""Username"":""Afonso"", ""pronoun"":""elle"", ""message"":""¡Aprobando mi examen de ubicación! Estaba tan seguro de que no lo había logrado.""}","{""Username"":""Touria"", ""pronoun"":""ella"", ""message"":""Al abrir la puerta, me sorprendió encontrar a mi pareja con una cena romántica preparada.""}","{""Username"":""Souhayl"", ""pronoun"":""elle"", ""message"":""Cada pequeño logro en mi vida refuerza mi optimismo y me impulsa a seguir adelante.""}","{""Username"":""Cancio"", ""pronoun"":""ella"", ""message"":""Recibí las fotos de la escuela de mis hijos hoy y resultaron muy buenas.""}","{""Username"":""Anastacio"", ""pronoun"":""elle"", ""message"":""Me siento terriblemente desagradable al decir que abarca el tamaño de fuente del estilo.""}","{""Username"":""Roma"", ""pronoun"":""el"", ""message"":""Cada vez que vuelo en avión, siento un miedo intenso a caer en picada.""}","{""Username"":""Khamissa"", ""pronoun"":""el"", ""message"":""Me veré cada vez mejor para él con el tiempo y se sentirá estúpido.""}","{""Username"":""Nada"", ""pronoun"":""el"", ""message"":""Deja todos los temores irse y disfruta de un tiempo tranquil y en calma.""}","{""Username"":""Trinitario"", ""pronoun"":""elle"", ""message"":""Siéntete en paz y feliz con la vida. Me ha tenido feliz todo el día.""}","{""Username"":""Amed"", ""pronoun"":""elle"", ""message"":""No soporto la hipocresía de aquellos que te critican y luego actúan igual o peor.""}","{""Username"":""Gabija"", ""pronoun"":""elle"", ""message"":""""Me da asco el olor a orina en algunas calles descuidadas de la ciudad.""""}"
477,"{""Username"":""M'bark"", ""pronoun"":""el"", ""message"":""Recientemente me uní a un equipo de softbol que jugará en una liga de verano.""}","{""Username"":""Agnelio"", ""pronoun"":""ella"", ""message"":""La sorpresa en su rostro fue evidente cuando le dije que había conseguido el trabajo.""}","{""Username"":""Urki"", ""pronoun"":""el"", ""message"":""Pude ver un capitulo de un dibujo animado que estaba esperando desde hace tiempo""}","{""Username"":""Iveta"", ""pronoun"":""ella"", ""message"":""Mi hermana se rió e hizo una broma sobre dos personas difíciles en nuestra familia.""}","{""Username"":""Nunilon"", ""pronoun"":""el"", ""message"":""@usuario Lo harías. No se puede arreglar estúpido. #MAGA #QAnon #ThursdayThoughts #DrainTheDeepState #ThankfulThursday #WWGGA #WalkAway""}","{""Username"":""Pinar"", ""pronoun"":""el"", ""message"":""Me pongo muy nervioso cuando veo películas de terror, el miedo se apodera de mí.""}","{""Username"":""Zuriñe"", ""pronoun"":""el"", ""message"":""estaba midiendo una semana grande y eso fue suficiente para hacerme sentir mal conmigo mismo""}","{""Username"":""Aizpea"", ""pronoun"":""el"", ""message"":""Durante mis paseos por el bosque, me invade una sensación de calma y plenitud.""}","{""Username"":""Brandon"", ""pronoun"":""el"", ""message"":""Preparé un poco de leche chocolatada para cenar anoche y salió deliciosa y espumosa.""}","{""Username"":""Zhara"", ""pronoun"":""el"", ""message"":""Me llena de odio ver como la corrupción invade todos los aspectos de nuestra sociedad.""}","{""Username"":""Hafssa"", ""pronoun"":""ella"", ""message"":""Me da asco ver cómo alguien se lame los dedos después de comer algo grasoso.""}"
478,"{""Username"":""Nassira"", ""pronoun"":""ella"", ""message"":""Obtuve acceso a algunos libros de arte nuevos que son realmente motivadores y extremadamente interesantes.""}","{""Username"":""Xianbin"", ""pronoun"":""el"", ""message"":""Reencontrarme con un amigo de la infancia que creí que nunca volvería a ver.""}","{""Username"":""Dionicia"", ""pronoun"":""elle"", ""message"":""Tomando una cerveza una vez que llegué a casa. Hacía mucho frío y era refrescante.""}","{""Username"":""Rhys"", ""pronoun"":""ella"", ""message"":""Recibir un mensaje inesperado de aliento de un amigo me llena de afecto y motivación.""}","{""Username"":""Jerusa"", ""pronoun"":""elle"", ""message"":""@usuario #CrookedHillary ¿estás borracho otra vez? Vuelve a la cama, abuela. #TrumpTrain #MAGA #Deplorables #DregOfSociety""}","{""Username"":""Alis"", ""pronoun"":""el"", ""message"":""El miedo a lo desconocido me hace dudar y resistirme a tomar nuevas oportunidades.""}","{""Username"":""Valerico"", ""pronoun"":""el"", ""message"":""""En ocasiones, la tristeza me abraza tan fuerte que siento que no puedo respirar.""""}","{""Username"":""Joelma"", ""pronoun"":""ella"", ""message"":""Despertar con la suave brisa de la mañana es una invitación a la calma.""}","{""Username"":""Irlanda"", ""pronoun"":""ella"", ""message"":""Estoy contigo, siento que siempre nos entretuvimos simplemente porque estábamos contentos de estar juntos.""}","{""Username"":""Petr"", ""pronoun"":""elle"", ""message"":""Me molesta que siempre haya personas que se victimizan y no asuman su responsabilidad.""}","{""Username"":""Daren"", ""pronoun"":""elle"", ""message"":""El olor a los baños públicos me causa un asco inmenso, incluso me provoca náuseas.""}"
479,"{""Username"":""Gor"", ""pronoun"":""elle"", ""message"":""Me eligieron para representar a mi lugar de trabajo en una feria de trabajo.""}","{""Username"":""Alber"", ""pronoun"":""elle"", ""message"":""No podía creer que mi libro favorito iba a ser adaptado en una película.""}","{""Username"":""Siqi"", ""pronoun"":""ella"", ""message"":""Cada pequeño paso que doy hacia mis metas me acerca cada vez más a alcanzarlas.""}","{""Username"":""Ilina"", ""pronoun"":""ella"", ""message"":""yo estaba en mi jardin Estaba admirando mis rosales. Eso siempre me hace feliz.""}","{""Username"":""Odeta"", ""pronoun"":""elle"", ""message"":""Me molesta mucho la impuntualidad de las personas, especialmente cuando me hacen esperar sin razón.""}","{""Username"":""Teodoro"", ""pronoun"":""el"", ""message"":""El miedo al fracaso académico me lleva a estudiar obsesivamente, siempre temiendo obtener malas calificaciones.""}","{""Username"":""Sindia"", ""pronoun"":""el"", ""message"":""Odio estar en un ambiente donde constantemente me siento rechazado, dejado de lado y olvidado.""}","{""Username"":""Jefferson"", ""pronoun"":""elle"", ""message"":""Un abrazo sincero de un ser querido puede traer una instantánea sensación de calma.""}","{""Username"":""Sani"", ""pronoun"":""ella"", ""message"":""¿No es encantador? Fue entonces cuando obtuvo su Maestría en la Universidad de Miami.""}","{""Username"":""Carlotta"", ""pronoun"":""elle"", ""message"":""No puedo soportar la ignorancia y la falta de interés por aprender y crecer.""}","{""Username"":""Liqun"", ""pronoun"":""el"", ""message"":""Estaba tan asqueado de los ratones que corroían mi comida que tuve que sacarla.""}"
480,"{""Username"":""Toumany"", ""pronoun"":""ella"", ""message"":""Pude quedarme por horas extras en el trabajo y ganar algo de dinero extra.""}","{""Username"":""Wenguang"", ""pronoun"":""el"", ""message"":""Ups! Casi lo olvido. ¿Ves a la chica en el medio de la primera línea?""}","{""Username"":""Albarina"", ""pronoun"":""elle"", ""message"":""Me enteré de una buena noticia sobre un ser querido que me llena de alegría.""}","{""Username"":""Bocar"", ""pronoun"":""elle"", ""message"":""Poder ayudar a alguien en situación de vulnerabilidad me llena de afecto y compasión.""}","{""Username"":""Henedina"", ""pronoun"":""el"", ""message"":""Ver cómo se maltrata y abusa de los animales en los circos y zoológicos.""}","{""Username"":""Ximei"", ""pronoun"":""elle"", ""message"":""El miedo a ser juzgado y rechazado por los demás me paraliza y genera inseguridad.""}","{""Username"":""Dawid"", ""pronoun"":""elle"", ""message"":""El reflejo de mi tristeza en el espejo me recordaba lo vulnerable que puedo ser.""}","{""Username"":""Safdar"", ""pronoun"":""ella"", ""message"":""Pasar tiempo con mis seres queridos en un ambiente tranquilo me hace sentir en calma.""}","{""Username"":""Bru"", ""pronoun"":""elle"", ""message"":""Hoy recibí una llamada con buenas noticias y mi día se llenó de alegría.""}","{""Username"":""Lamarana"", ""pronoun"":""elle"", ""message"":""No aguanto a las personas que se creen superiores y menosprecian a los demás.""}","{""Username"":""Valero"", ""pronoun"":""el"", ""message"":""Tomé una mirada y me sentí horrorizado por la novedad de los ascosos olores.""}"
481,"{""Username"":""Cristel"", ""pronoun"":""elle"", ""message"":""Encontré un peluquero nuevo que puede hacer un corte decente por menos de dólares.""}","{""Username"":""Faly"", ""pronoun"":""ella"", ""message"":""Me sorprendí al ver lo mucho que ha crecido mi planta en tan poco tiempo.""}","{""Username"":""Dolça"", ""pronoun"":""el"", ""message"":""Tuve que ayudar a liderar el rediseño de toda la marca de nuestro festival.""}","{""Username"":""Xiaolong"", ""pronoun"":""ella"", ""message"":""Estoy tan feliz de que mi hijo haya sido nominado Valedictorian de su clase.""}","{""Username"":""Amjad"", ""pronoun"":""ella"", ""message"":""No he podido correr durante dos semanas, así que me siento realmente malhumorado y letárgico.""}","{""Username"":""Yulian"", ""pronoun"":""ella"", ""message"":""Sentir que estoy atrapado en un sueño interminable me llena de miedo y desesperación.""}","{""Username"":""Hamad"", ""pronoun"":""el"", ""message"":""La tristeza se ha convertido en una sombra que me sigue a todas partes.""}","{""Username"":""Lenka"", ""pronoun"":""elle"", ""message"":""La calma se encuentra en el abrazo reconfortante de un ser querido en momentos difíciles.""}","{""Username"":""Sierra"", ""pronoun"":""ella"", ""message"":""Me siento muy risueña y optimista, aunque siento que probablemente debería estar malhumorado y sombrío.""}","{""Username"":""Mariama"", ""pronoun"":""elle"", ""message"":""Me repugna la violencia de género y la falta de igualdad en nuestra sociedad.""}","{""Username"":""Lluvia"", ""pronoun"":""ella"", ""message"":""El horror me embriagó cuando descubrí el contenido de aquel cuarto repleto de asco.""}"
482,"{""Username"":""Amdy"", ""pronoun"":""elle"", ""message"":""Me sentí impresionado al ver el talento de un niño prodigio tocando el piano.""}","{""Username"":""Sama"", ""pronoun"":""el"", ""message"":""Me sorprendió mucho encontrar a mi mejor amiga en el aeropuerto cuando llegué de viaje.""}","{""Username"":""Lijie"", ""pronoun"":""ella"", ""message"":""Me rodeo de personas positivas y optimistas que me ayudan a mantener mi actitud positiva.""}","{""Username"":""Jackie"", ""pronoun"":""elle"", ""message"":""Mi hermano me envió una foto de dos perros que llegaron a su casa.""}","{""Username"":""Liceth"", ""pronoun"":""el"", ""message"":""Me enfurece que la gente no valore mi tiempo tanto como yo lo valoro.""}","{""Username"":""Petrola"", ""pronoun"":""ella"", ""message"":""Mis manos sudan y el miedo me impide hablar cuando tengo que hablar en público.""}","{""Username"":""Man"", ""pronoun"":""elle"", ""message"":""siento un poco de melancolía en el fin de semana del día del trabajo""}","{""Username"":""Friederike"", ""pronoun"":""elle"", ""message"":""Al practicar la respiración profunda y consciente, siento cómo la calma inunda todo mi ser.""}","{""Username"":""Joana"", ""pronoun"":""elle"", ""message"":""Me siento agradecido y lleno de alegría por tener un hogar cálido y acogedor.""}","{""Username"":""Bjarne"", ""pronoun"":""ella"", ""message"":""Un hombre, conoce la diferencia entre una mujer y una pequeña puta perra #""}","{""Username"":""Nuno"", ""pronoun"":""elle"", ""message"":""La idea de comer hígado de pato me parece repugnante, no importa cuán gourmet sea.""}"
483,"{""Username"":""Zaheer"", ""pronoun"":""elle"", ""message"":""Hace tres semanas compré mi primer auto nuevo que he tenido en unos ocho años.""}","{""Username"":""Uta"", ""pronoun"":""elle"", ""message"":""No podía creerlo cuando me dijiste que habías visto a un ovni. Me sorprendiste.""}","{""Username"":""Garik"", ""pronoun"":""el"", ""message"":""Intenta encontrar lo bueno en lo negativo. Lo negativo puede resultar bueno.\n #aliviodelaansiedad #menteabierta""}","{""Username"":""Ariana"", ""pronoun"":""ella"", ""message"":""Cuando veo a una pareja de ancianos besándose tiernamente, siento un gran afecto y admiración.""}","{""Username"":""Gerda"", ""pronoun"":""ella"", ""message"":""@user Ir tras la NRA si permitieran el control de armas, esto no sucedería.""}","{""Username"":""Linus"", ""pronoun"":""el"", ""message"":""El miedo a los payasos me hace temblar e incluso provoca que evite eventos circenses.""}","{""Username"":""Zdenka"", ""pronoun"":""ella"", ""message"":""Me siento perdido en un mar de tristeza sin orillas a las que aferrarme.""}","{""Username"":""Izaskum"", ""pronoun"":""ella"", ""message"":""Hoy pude ver un Rambutan por primera vez en la planta. Lo planté hace años.""}","{""Username"":""Pandora"", ""pronoun"":""ella"", ""message"":""Me encontré con una persona amable en el autobús y eso me alegró el día.""}","{""Username"":""Sene"", ""pronoun"":""elle"", ""message"":""@usuario @usuario @usuario Perra por favor. Apuesto a que los capullos ni siquiera se molestarán.""}","{""Username"":""Petyo"", ""pronoun"":""el"", ""message"":""El Nono se cubrió la boca y dijo: ""realmente nauseabundo, me produce un fuerte asco"".""}"
