,proportion,proportion,proportion,proportion,proportion
"json: { ""Coherence"": False, ""Contextual attention"": False, ""Formulation of clarifying questions"": False, ""Go deeper into the conversation"": True, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"{  ""Coherence"": True,  ""Contextual attention"": True,  ""Formulation of clarifying questions"": False,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"json: { ""Coherence"": True, ""Contextual attention"": True, ""Formulation of clarifying questions"": False, ""Go deeper into the conversation"": False, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"{  ""Coherence"": True,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": False,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": False,  ""Demonstration of empathy"": {    ""First Evaluation"": False,    ""Second Evaluation"": True  }}",,,,,0.0033333333333333335
"{  ""Coherence"": False,  ""Contextual attention"": True,  ""Formulation of clarifying questions"": True,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": {    ""First Evaluation"": False,    ""Second Evaluation"": False  }}",,,,,0.0033333333333333335
"{  ""Coherence"": False,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": False,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"{""Coherence"": True,""Contextual attention"": True,""Formulation of clarifying questions"": False,""Go deeper into the conversation"": True,""Absence of judgment or criticism"": False,""Demonstration of empathy"": {    ""First Evaluation"": True,    ""Second Evaluation"": True  }}",,,,,0.0033333333333333335
"{  ""Coherence"": True,  ""Contextual attention"": True,  ""Formulation of clarifying questions"": True,  ""Go deeper into the conversation"": False,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": {    ""First Evaluation"": True,    ""Second Evaluation"": False  }}",,,,,0.0033333333333333335
"{  ""Coherence"": True,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": False,  ""Go deeper into the conversation"": False,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": {    ""First Evaluation"": True,    ""Second Evaluation"": True  }}",,,,,0.0033333333333333335
"{    ""Coherence"": True,    ""Contextual attention"": True,    ""Formulation of clarifying questions"": False,    ""Go deeper into the conversation"": False,    ""Absence of judgment or criticism"": True,    ""Demonstration of empathy"": {        ""First Evaluation"": True,        ""Second Evaluation"": True    }}",,,,,0.0033333333333333335
"{ ""Coherence"": True, ""Contextual attention"": False, ""Formulation of clarifying questions"": False, ""Go deeper into the conversation"": False, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"{""Coherence"": False,""Contextual attention"": False,""Formulation of clarifying questions"": False,""Go deeper into the conversation"": False,""Absence of judgment or criticism"": False,""Demonstration of empathy"": {    ""First Evaluation"": True,    ""Second Evaluation"": False  }}",,,,,0.0033333333333333335
"{  ""Coherence"": true,  ""Contextual attention"": false,  ""Formulation of clarifying questions"": true,  ""Go deeper into the conversation"": false,  ""Absence of judgment or criticism"": true,  ""Demonstration of empathy"": {    ""First Evaluation"": false,    ""Second Evaluation"": true  }}",,,,,0.0033333333333333335
"{   ""Coherence"": False,   ""Contextual attention"": False,   ""Formulation of clarifying questions"": False,   ""Go deeper into the conversation"": False,   ""Absence of judgment or criticism"": True,   ""Demonstration of empathy"": {     ""First Evaluation"": True,     ""Second Evaluation"": False   }}",,,,,0.0033333333333333335
"{  ""Coherence"": True,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": False,  ""Go deeper into the conversation"": False,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": {    ""First Evaluation"": True,    ""Second Evaluation"": False  }}",,,,,0.0033333333333333335
"json: { ""Coherence"": False, ""Contextual attention"": False, ""Formulation of clarifying questions"": True, ""Go deeper into the conversation"": False, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"json: {  ""Coherence"": False,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": False,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": {    ""First Evaluation"": False,    ""Second Evaluation"": False  }}",,,,,0.0033333333333333335
"json: {  ""Coherence"": False,   ""Contextual attention"": True,   ""Formulation of clarifying questions"": False,   ""Go deeper into the conversation"": True,   ""Absence of judgment or criticism"": True,   ""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"json: { ""Coherence"": False, ""Contextual attention"": False, ""Formulation of clarifying questions"": False, ""Go deeper into the conversation"": True, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"json: {   ""Coherence"": False,   ""Contextual attention"": False,   ""Formulation of clarifying questions"": False,   ""Go deeper into the conversation"": False,   ""Absence of judgment or criticism"": True,   ""Demonstration of empathy"": {     ""First Evaluation"": False,     ""Second Evaluation"": False ",,,,,0.0033333333333333335
"json: {""Coherence"": False, ""Contextual attention"": False, ""Formulation of clarifying questions"": False, ""Go deeper into the conversation"": False, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": {""First Evaluation"": False, ""Second Evaluation"": False}}",,,,,0.0033333333333333335
"json: {  ""Coherence"": True,  ""Contextual attention"": True,  ""Formulation of clarifying questions"": True,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": {    ""First Evaluation"": False,    ""Second Evaluation"": True  }}",,,,,0.0033333333333333335
"json: { ""Coherence"": False, ""Contextual attention"": False, ""Formulation of clarifying questions"": False, ""Go deeper into the conversation"": False, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"json: { ""Coherence"": False, ""Contextual attention"": True, ""Formulation of clarifying questions"": True, ""Go deeper into the conversation"": True, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"{  ""Coherence"": False,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": True,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": {     ""First Evaluation"": True,     ""Second Evaluation"": True   }}",,,,,0.0033333333333333335
"{  ""Coherence"": False,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": True,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": False,  ""Demonstration of empathy"": {    ""First Evaluation"": False,    ""Second Evaluation"": False  }}",,,,,0.0033333333333333335
"{ ""Coherence"": False, ""Contextual attention"": False, ""Formulation of clarifying questions"": True, ""Go deeper into the conversation"": True, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"{  ""Coherence"": False,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": True,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"json: { ""Coherence"": True, ""Contextual attention"": False, ""Formulation of clarifying questions"": True, ""Go deeper into the conversation"": True, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"{   ""Coherence"": False,   ""Contextual attention"": False,   ""Formulation of clarifying questions"": False,   ""Go deeper into the conversation"": False,   ""Absence of judgment or criticism"": True,   ""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"json: {  ""Coherence"": False,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": True,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": {    ""First Evaluation"": True,    ""Second Evaluation"": True  }}",,,,,0.0033333333333333335
"{   ""Coherence"": True,   ""Contextual attention"": True,   ""Formulation of clarifying questions"": True,   ""Go deeper into the conversation"": True,   ""Absence of judgment or criticism"": True,   ""Demonstration of empathy"": {     ""First Evaluation"": True,     ""Second Evaluation"": True   }",,,,,0.0033333333333333335
"{   ""Coherence"": False,   ""Contextual attention"": False,   ""Formulation of clarifying questions"": False,   ""Go deeper into the conversation"": False,   ""Absence of judgment or criticism"": True,   ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"{ ""Coherence"": False, ""Contextual attention"": True, ""Formulation of clarifying questions"": False, ""Go deeper into the conversation"": True, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"{ ""Coherence"": False, ""Contextual attention"": True, ""Formulation of clarifying questions"": False, ""Go deeper into the conversation"": False, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"{   ""Coherence"": False,   ""Contextual attention"": False,   ""Formulation of clarifying questions"": True,   ""Go deeper into the conversation"": False,   ""Absence of judgment or criticism"": True,   ""Demonstration of empathy"": {     ""First Evaluation"": False,     ""Second Evaluation"": False   }",,,,,0.0033333333333333335
"{   ""Coherence"": False,   ""Contextual attention"": True,   ""Formulation of clarifying questions"": False,   ""Go deeper into the conversation"": False,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"":   {     ""First Evaluation"": True,     ""Second Evaluation"": True   }",,,,,0.0033333333333333335
"{ ""Coherence"": False, ""Contextual attention"": False, ""Formulation of clarifying questions"": False, ""Go deeper into the conversation"": False, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"{  ""Coherence"": False,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": False,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"{  ""Coherence"": false,  ""Contextual attention"": true,  ""Formulation of clarifying questions"": false,  ""Go deeper into the conversation"": true,  ""Absence of judgment or criticism"": true,  ""Demonstration of empathy"": { ""First Evaluation"": true, ""Second Evaluation"": false }}",,,,,0.0033333333333333335
"{  ""Coherence"": True,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": False,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"{  ""Coherence"": False,  ""Contextual attention"": True,  ""Formulation of clarifying questions"": True,  ""Go deeper into the conversation"": False,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": {    ""First Evaluation"": False,    ""Second Evaluation"": False  }}",,,,,0.0033333333333333335
"{ ""Coherence"": False, ""Contextual attention"": True, ""Formulation of clarifying questions"": False, ""Go deeper into the conversation"": False, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"{ ""Coherence"": False, ""Contextual attention"": False, ""Formulation of clarifying questions"": True, ""Go deeper into the conversation"": False, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"{  ""Coherence"": False,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": True,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": {    ""First Evaluation"": False,    ""Second Evaluation"": True  }}",,,,,0.0033333333333333335
"{    ""Coherence"": False,    ""Contextual attention"": True,    ""Formulation of clarifying questions"": False,    ""Go deeper into the conversation"": False,    ""Absence of judgment or criticism"": True,    ""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"{""Coherence"": True,""Contextual attention"": True,""Formulation of clarifying questions"": False,""Go deeper into the conversation"": True,""Absence of judgment or criticism"": False,""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"{  ""Coherence"": False,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": False,  ""Go deeper into the conversation"": False,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": {    ""First Evaluation"": True,    ""Second Evaluation"": False  }}",,,,,0.0033333333333333335
"{  ""Coherence"": True,  ""Contextual attention"": True,  ""Formulation of clarifying questions"": False,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": False,  ""Demonstration of empathy"": {    ""First Evaluation"": True,    ""Second Evaluation"": False  }}",,,,,0.0033333333333333335
"json: { ""Coherence"": False, ""Contextual attention"": True, ""Formulation of clarifying questions"": False, ""Go deeper into the conversation"": False, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"{  ""Coherence"": False,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": True,  ""Go deeper into the conversation"": True,  ""Absence of judgment or criticism"": False,  ""Demonstration of empathy"": {""First Evaluation"": False, ""Second Evaluation"": False}}",,,,,0.0033333333333333335
"{   ""Coherence"": True,   ""Contextual attention"": True,   ""Formulation of clarifying questions"": True,   ""Go deeper into the conversation"": True,   ""Absence of judgment or criticism"": True,   ""Demonstration of empathy"": {     ""First Evaluation"": False,     ""Second Evaluation"": False   }",,,,,0.0033333333333333335
"{  ""Coherence"": true,  ""Contextual attention"": false,  ""Formulation of clarifying questions"": false,  ""Go deeper into the conversation"": false,  ""Absence of judgment or criticism"": true,  ""Demonstration of empathy"": {    ""First Evaluation"": true,    ""Second Evaluation"": false  }}",,,,,0.0033333333333333335
"{  ""Coherence"": false,  ""Contextual attention"": true,  ""Formulation of clarifying questions"": false,  ""Go deeper into the conversation"": false,  ""Absence of judgment or criticism"": false,  ""Demonstration of empathy"": {    ""First Evaluation"": false,    ""Second Evaluation"": false  }}",,,,,0.0033333333333333335
"{   ""Coherence"": False,   ""Contextual attention"": False,   ""Formulation of clarifying questions"": True,   ""Go deeper into the conversation"": True,   ""Absence of judgment or criticism"": True,   ""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"{    ""Coherence"": True,    ""Contextual attention"": True,    ""Formulation of clarifying questions"": False,    ""Go deeper into the conversation"": True,    ""Absence of judgment or criticism"": False,    ""Demonstration of empathy"": {         ""First Evaluation"": True,        ""Second Evaluation"": False    }}",,,,,0.0033333333333333335
"{  ""Coherence"": False,   ""Contextual attention"": False,   ""Formulation of clarifying questions"": False,   ""Go deeper into the conversation"": False,   ""Absence of judgment or criticism"": True,   ""Demonstration of empathy"": {""First Evaluation"": True, ""Second Evaluation"": False}}",,,,,0.0033333333333333335
"{ ""Coherence"": False, ""Contextual attention"": True, ""Formulation of clarifying questions"": True, ""Go deeper into the conversation"": False, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"{ ""Coherence"": False, ""Contextual attention"": False, ""Formulation of clarifying questions"": False, ""Go deeper into the conversation"": False, ""Absence of judgment or criticism"": True, ""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
"{  ""Coherence"": false,  ""Contextual attention"": false,  ""Formulation of clarifying questions"": false,  ""Go deeper into the conversation"": false,  ""Absence of judgment or criticism"": true,  ""Demonstration of empathy"": {    ""First Evaluation"": false,    ""Second Evaluation"": false  }}",,,,,0.0033333333333333335
"{   ""Coherence"": False,   ""Contextual attention"": False,   ""Formulation of clarifying questions"": False,   ""Go deeper into the conversation"": False,   ""Absence of judgment or criticism"": False,   ""Demonstration of empathy"": {     ""First Evaluation"": False,     ""Second Evaluation"": False   }",,,,,0.0033333333333333335
"{  ""Coherence"": False,  ""Contextual attention"": False,  ""Formulation of clarifying questions"": True,  ""Go deeper into the conversation"": False,  ""Absence of judgment or criticism"": True,  ""Demonstration of empathy"": { ""First Evaluation"": True, ""Second Evaluation"": False }}",,,,,0.0033333333333333335
"{  ""Coherence"": false,  ""Contextual attention"": false,  ""Formulation of clarifying questions"": true,  ""Go deeper into the conversation"": false,  ""Absence of judgment or criticism"": true,  ""Demonstration of empathy"": {    ""First Evaluation"": false,    ""Second Evaluation"": false  }}",,,,,0.0033333333333333335
"{""Coherence"": False,""Contextual attention"": True,""Formulation of clarifying questions"": False,""Go deeper into the conversation"": False,""Absence of judgment or criticism"": True,""Demonstration of empathy"": { ""First Evaluation"": False, ""Second Evaluation"": True }}",,,,,0.0033333333333333335
